time,actual_roll,actual_pitch,actual_yaw,estimated_roll,estimated_pitch,estimated_yaw,reference_roll,reference_pitch,reference_yawrate,m1,m2,m3,m4,l1,l2,l3,l4
29.200000,-8.183492,-8.611834,-0.024974,-8.359313,-8.070483,0.000000,-7.000000,-7.000000,0.000000,46.979477,43.463798,44.570077,48.091859,-8.359313,-8.070483,-0.002924,0.000000
29.250000,-7.130818,-7.886455,-0.025547,-7.306425,-7.275733,0.000000,-7.000000,-7.000000,0.000000,47.710384,45.597009,43.833066,45.966278,-7.306425,-7.275733,-0.007387,0.000000
29.300000,-6.973904,-7.569806,-0.025613,-6.840832,-7.226762,0.000000,-6.000000,-6.000000,0.000000,45.975433,46.381323,45.575647,45.172808,-6.840832,-7.226762,-0.000720,0.000000
29.350000,-5.995635,-6.975441,-0.025951,-6.842232,-6.389663,0.000000,-6.000000,-6.000000,0.000000,45.613794,46.590372,45.932708,44.969863,-6.842232,-6.389663,-0.004930,0.000000
29.400000,-5.491463,-6.708636,-0.026070,-6.372388,-5.997542,0.000000,-5.000000,-5.000000,0.000000,46.364538,45.439841,45.186542,46.115816,-6.372388,-5.997542,-0.001631,0.000000
29.450000,-4.496496,-5.854084,-0.026616,-5.628936,-5.698084,0.000000,-5.000000,-5.000000,0.000000,46.042573,46.028840,45.500877,45.532921,-5.628936,-5.698084,-0.007061,0.000000
29.500000,-4.250546,-5.418188,-0.026801,-4.794997,-5.086980,0.000000,-4.000000,-4.000000,0.000000,45.619898,46.031891,45.932708,45.520714,-4.794997,-5.086980,-0.000317,0.000000
29.550000,-3.331870,-4.606017,-0.027293,-4.468216,-4.369120,0.000000,-4.000000,-4.000000,0.000000,48.241398,45.323873,43.297475,46.242466,-4.468216,-4.369120,-0.009917,0.000000
29.600000,-3.131016,-4.675238,-0.027337,-3.986898,-4.001651,0.000000,-3.000000,-3.000000,0.000000,44.330510,47.588312,47.222095,43.962768,-3.986898,-4.001651,0.000531,0.000000
29.650000,-2.693968,-4.206203,-0.027549,-2.843588,-2.995596,0.000000,-3.000000,-3.000000,0.000000,46.753643,45.926604,44.797436,45.627527,-2.843588,-2.995596,-0.000612,0.000000
29.700000,-2.480400,-4.050527,-0.027582,-3.157025,-3.025086,0.000000,-2.000000,-2.000000,0.000000,47.055772,45.821317,44.493782,45.734340,-3.157025,-3.025086,-0.002007,0.000000
29.750000,-1.656865,-3.362335,-0.028006,-2.298540,-2.262418,0.000000,-2.000000,-2.000000,0.000000,46.182956,46.164645,45.362020,45.397116,-2.298540,-2.262418,-0.005801,0.000000
29.800000,-1.610189,-2.950981,-0.028044,-1.816456,-2.481580,0.000000,-1.000000,-1.000000,0.000000,45.789273,47.498283,45.763333,44.052796,-1.816456,-2.481580,0.000245,0.000000
29.850000,-1.082697,-1.646305,-0.028506,-1.030969,-1.847665,0.000000,-1.000000,-1.000000,0.000000,47.786679,45.801480,43.755245,45.761807,-1.030969,-1.847665,-0.007767,0.000000
29.900000,-1.084246,-1.163873,-0.028525,-1.086916,-1.112177,0.000000,0.000000,0.000000,0.000000,44.963760,46.381323,46.587320,45.171283,-1.086916,-1.112177,-0.000714,0.000000
29.950000,-0.037754,-0.096371,-0.029271,-0.245425,-0.738599,0.000000,0.000000,0.000000,0.000000,47.298390,46.128023,44.234379,45.444419,-0.245425,-0.738599,-0.014173,0.000000
30.000000,-0.084360,0.313055,-0.029343,0.403189,-0.283940,0.000000,1.000000,0.000000,0.000000,45.394064,46.526284,46.160067,45.024796,0.403189,-0.283940,0.000945,0.000000
30.050000,0.364401,0.507771,-0.029367,1.129755,-0.266515,0.000000,1.000000,0.000000,0.000000,45.873198,46.405737,45.679408,45.148394,1.129755,-0.266515,-0.000866,0.000000
30.100000,0.397075,0.367729,-0.029355,1.085161,0.347494,0.000000,2.000000,0.000000,0.000000,47.528801,45.777066,44.025330,45.775540,1.085161,0.347494,0.000282,0.000000
30.150000,1.218212,0.104401,-0.029248,1.506391,0.307623,0.000000,2.000000,0.000000,0.000000,46.759747,45.993744,44.798962,45.554284,1.506391,0.307623,0.003700,0.000000
30.200000,1.681495,-0.044365,-0.029196,2.022776,0.072575,0.000000,3.000000,0.000000,0.000000,45.401694,47.248035,46.153964,44.301518,2.022776,0.072575,0.002162,0.000000
30.250000,2.237172,0.034123,-0.029227,2.434315,0.149725,0.000000,3.000000,0.000000,0.000000,46.164645,44.739452,45.387961,46.813153,2.434315,0.149725,0.000163,0.000000
30.300000,2.627818,-0.215226,-0.029145,2.988192,0.167496,0.000000,4.000000,0.000000,0.000000,47.791257,46.088350,43.762875,45.462730,2.988192,0.167496,0.001274,0.000000
30.350000,3.362463,-0.167908,-0.029167,3.570388,-0.031294,0.000000,4.000000,0.000000,0.000000,45.374228,45.902190,46.176852,45.651942,3.570388,-0.031294,-0.001151,0.000000
30.400000,3.724564,0.059216,-0.029199,3.708571,-0.539022,0.000000,5.000000,0.000000,0.000000,45.180438,46.114290,46.369116,45.441367,3.708571,-0.539022,-0.002205,0.000000
30.450000,4.479578,0.289181,-0.029309,4.608872,-0.303664,0.000000,5.000000,0.000000,0.000000,45.455100,46.460670,46.094453,45.093462,4.608872,-0.303664,-0.001725,0.000000
30.500000,4.636239,0.202410,-0.029316,4.872986,0.315119,0.000000,6.000000,0.000000,0.000000,46.384375,45.001907,45.168231,46.550698,4.872986,0.315119,0.000522,0.000000
30.550000,5.206943,-0.077613,-0.029189,5.726183,0.074027,0.000000,6.000000,0.000000,0.000000,45.334554,46.581216,46.219577,44.969863,5.726183,0.074027,0.001707,0.000000
30.600000,5.493758,-0.301717,-0.029134,5.774574,0.185479,0.000000,7.000000,0.000000,0.000000,46.233310,43.913939,45.319295,47.637140,5.774574,0.185479,0.000352,0.000000
30.650000,6.110306,-0.116756,-0.029226,6.887950,0.114116,0.000000,7.000000,0.000000,0.000000,47.609674,44.977493,43.941405,46.576638,6.887950,0.114116,-0.001381,0.000000
30.700000,6.465407,-0.189343,-0.029224,6.621900,-0.174287,0.000000,8.000000,0.000000,0.000000,44.077211,46.964218,47.475395,44.588388,6.621900,-0.174287,-0.000468,0.000000
30.750000,7.424923,0.018774,-0.029366,7.412742,-0.069480,0.000000,8.000000,0.000000,0.000000,46.401160,44.402228,45.149920,47.151904,7.412742,-0.069480,-0.001021,0.000000
30.800000,7.747171,-0.014101,-0.029364,7.851831,0.184669,0.000000,9.000000,0.000000,0.000000,46.884871,44.008545,44.669261,47.544060,7.851831,0.184669,0.000418,0.000000
30.850000,8.655938,-0.043740,-0.029330,8.855218,-0.075299,0.000000,9.000000,0.000000,0.000000,46.851301,46.480507,44.701305,45.070573,8.855218,-0.075299,0.000468,0.000000
30.900000,8.738497,-0.022715,-0.029343,8.828546,-0.089530,0.000000,10.000000,0.000000,0.000000,45.387961,45.650416,46.166171,45.900664,8.828546,-0.089530,0.000068,0.000000
30.950000,9.669846,-0.034511,-0.029350,9.780177,-0.010185,0.000000,10.000000,0.000000,0.000000,45.682460,47.470817,45.874723,44.077211,9.780177,-0.010185,0.003064,0.000000
31.000000,9.979376,0.180085,-0.029383,9.493486,-0.153133,0.000000,11.000000,0.000000,0.000000,45.931182,44.975967,45.619898,46.578164,9.493486,-0.153133,-0.001826,0.000000
31.050000,10.822005,-0.001771,-0.029338,10.500795,0.259490,0.000000,11.000000,0.000000,0.000000,46.297398,45.037003,45.258259,46.512551,10.500795,0.259490,0.001744,0.000000
31.100000,10.996622,-0.024761,-0.029333,10.911138,-0.115127,0.000000,12.000000,0.000000,0.000000,43.729305,46.298924,47.823301,45.255207,10.911138,-0.115127,-0.000326,0.000000
31.150000,11.591232,-0.252384,-0.029248,11.688652,0.115043,0.000000,12.000000,0.000000,0.000000,45.597009,46.083772,45.957122,45.467308,11.688652,0.115043,0.001446,0.000000
31.200000,11.506089,-0.533635,-0.029268,12.256594,0.112829,0.000000,13.000000,0.000000,0.000000,44.725719,47.116808,46.825360,44.437324,12.256594,0.112829,-0.000777,0.000000
31.250000,12.091398,-0.548675,-0.029253,12.463580,-0.167481,0.000000,13.000000,0.000000,0.000000,44.962234,45.496300,46.590372,46.056306,12.463580,-0.167481,0.000310,0.000000
31.300000,12.185785,-0.579628,-0.029271,13.236650,0.096053,0.000000,14.000000,0.000000,0.000000,46.210422,45.557336,45.342184,45.995270,13.236650,0.096053,-0.000233,0.000000
31.350000,13.258751,-0.668375,-0.029241,13.081002,0.298068,0.000000,14.000000,0.000000,0.000000,45.488670,45.445945,46.068513,46.102083,13.081002,0.298068,0.003146,0.000000
31.400000,13.981705,-0.945891,-0.029081,13.407131,0.152136,0.000000,15.000000,0.000000,0.000000,46.739910,44.872206,44.814221,46.680400,13.407131,0.152136,0.000534,0.000000
31.450000,15.291026,-0.715549,-0.029178,14.499272,-0.449940,0.000000,15.000000,0.000000,0.000000,46.927596,47.502861,44.615854,44.060426,14.499272,-0.449940,-0.006980,0.000000
31.500000,15.642263,-0.702363,-0.029213,14.661881,0.104379,0.000000,16.000000,0.000000,0.000000,46.437781,44.368658,45.114824,47.185473,14.661881,0.104379,-0.000119,0.000000
31.550000,16.698528,-0.851607,-0.029115,15.272317,0.017302,0.000000,16.000000,0.000000,0.000000,44.689097,46.887922,46.868086,44.660105,15.272317,0.017302,0.003247,0.000000
31.600000,16.979129,-0.887111,-0.029088,16.076766,-0.418313,0.000000,17.000000,0.000000,0.000000,45.925078,47.934691,45.627527,43.617914,16.076766,-0.418313,-0.000408,0.000000
31.650000,17.301003,-0.688714,-0.029111,17.227924,-0.395872,0.000000,17.000000,0.000000,0.000000,45.844205,46.738384,45.708400,44.814221,17.227924,-0.395872,0.000345,0.000000
31.700000,17.251975,-0.405951,-0.029084,17.062461,-0.203018,0.000000,18.000000,0.000000,0.000000,45.590906,46.797894,45.961700,44.754711,17.062461,-0.203018,-0.000165,0.000000
31.750000,17.886948,-0.278715,-0.029109,18.088453,-0.339313,0.000000,18.000000,0.000000,0.000000,46.027314,47.580682,45.523766,43.973449,18.088453,-0.339313,-0.000712,0.000000
31.800000,17.497441,-0.129248,-0.029070,18.265343,-0.202977,0.000000,19.000000,0.000000,0.000000,45.488670,46.573587,46.063935,44.977493,18.265343,-0.202977,0.000763,0.000000
31.850000,17.980555,-0.049292,-0.029067,18.762611,-0.153903,0.000000,19.000000,0.000000,0.000000,46.027314,46.057832,45.525292,45.494774,18.762611,-0.153903,-0.000380,0.000000
31.900000,18.327273,-0.030712,-0.029073,18.557598,0.224732,0.000000,20.000000,0.000000,0.000000,46.529335,44.151980,45.024796,47.399100,18.557598,0.224732,0.000691,0.000000
31.950000,19.332863,-0.281207,-0.028949,19.576724,0.261238,0.000000,20.000000,0.000000,0.000000,46.315709,45.960174,45.241474,45.587854,19.576724,0.261238,0.003154,0.000000
32.000000,19.995843,-0.213138,-0.028955,19.387332,-0.102696,0.000000,21.000000,0.000000,0.000000,45.467308,46.240940,46.083772,45.313191,19.387332,-0.102696,-0.000836,0.000000
32.050000,20.796029,-0.129797,-0.029002,20.545391,-0.120972,0.000000,21.000000,0.000000,0.000000,44.789807,45.522240,46.762799,46.031891,20.545391,-0.120972,-0.000539,0.000000
32.100000,20.859472,0.166978,-0.028990,20.932867,-0.052294,0.000000,22.000000,0.000000,0.000000,47.009995,43.887999,44.544137,47.664607,20.932867,-0.052294,0.000733,0.000000
32.150000,21.462526,0.213879,-0.029022,21.669770,0.125683,0.000000,22.000000,0.000000,0.000000,46.955062,45.798428,44.596017,45.755703,21.669770,0.125683,-0.001010,0.000000
32.200000,21.426137,0.170750,-0.029032,22.327581,0.373408,0.000000,23.000000,0.000000,0.000000,46.611734,45.558862,44.940871,45.993744,22.327581,0.373408,-0.000413,0.000000
32.250000,22.443146,0.228430,-0.029144,22.452920,0.148394,0.000000,23.000000,0.000000,0.000000,46.094453,45.398642,45.455100,46.155489,22.452920,0.148394,-0.001875,0.000000
32.300000,22.494463,0.282494,-0.029130,22.927618,-0.017768,0.000000,24.000000,0.000000,0.000000,45.720607,43.683528,45.831998,47.869078,22.927618,-0.017768,0.000245,0.000000
32.350000,23.360978,0.125596,-0.029033,23.880301,0.124831,0.000000,24.000000,0.000000,0.000000,47.472343,46.486610,44.084840,45.062943,23.880301,0.124831,0.003261,0.000000
32.400000,23.584896,0.095744,-0.029025,23.764710,-0.128175,0.000000,25.000000,0.000000,0.000000,45.842679,45.743496,45.709926,45.809110,23.764710,-0.128175,0.000344,0.000000
32.450000,24.706397,0.175429,-0.029101,24.177241,-0.026994,0.000000,25.000000,0.000000,0.000000,45.032425,45.626001,46.518654,45.928130,24.177241,-0.026994,-0.001660,0.000000
32.500000,25.195266,-0.185945,-0.029013,24.910261,0.393479,0.000000,26.000000,0.000000,0.000000,47.176318,46.005951,44.377813,45.545129,24.910261,0.393479,0.001327,0.000000
32.550000,25.861548,-0.456453,-0.028910,25.423766,0.127932,0.000000,26.000000,0.000000,0.000000,44.498360,46.930648,47.057298,44.618906,25.423766,0.127932,0.002043,0.000000
32.600000,25.783392,-0.540513,-0.028875,26.436299,-0.119802,0.000000,27.000000,0.000000,0.000000,46.486610,46.186007,45.065995,45.365072,26.436299,-0.119802,0.000588,0.000000
32.650000,26.654167,-0.072701,-0.029141,26.249730,-0.394437,0.000000,27.000000,0.000000,0.000000,44.724193,47.206836,46.822309,44.351873,26.249730,-0.394437,-0.004997,0.000000
32.700000,26.978748,0.098721,-0.029220,26.715597,-0.050945,0.000000,28.000000,0.000000,0.000000,44.896620,46.794842,46.657511,44.757763,26.715597,-0.050945,0.000681,0.000000
32.750000,27.729965,0.120434,-0.029231,27.962879,-0.200543,0.000000,28.000000,0.000000,0.000000,45.423056,48.543526,46.131075,43.007553,27.962879,-0.200543,0.001101,0.000000
32.800000,27.936381,0.244994,-0.029246,27.887432,0.227811,0.000000,29.000000,0.000000,0.000000,46.790265,43.601129,44.762341,47.953002,27.887432,0.227811,-0.000236,0.000000
32.850000,28.610151,-0.010649,-0.029144,28.832283,0.167644,0.000000,29.000000,0.000000,0.000000,46.871138,47.293812,44.684520,44.255741,28.832283,0.167644,0.001292,0.000000
32.900000,28.526728,-0.094498,-0.029129,29.114685,-0.061140,0.000000,30.000000,0.000000,0.000000,45.296407,44.818799,46.256199,46.733806,29.114685,-0.061140,0.000289,0.000000
32.950000,29.166951,0.337610,-0.029281,29.650135,-0.441853,0.000000,30.000000,0.000000,0.000000,46.039521,44.684520,45.506981,46.874189,29.650135,-0.441853,-0.004596,0.000000
33.000000,29.806395,0.314336,-0.029311,29.690839,0.191449,0.000000,29.000000,0.000000,0.000000,45.638209,47.301442,45.915923,44.249638,29.690839,0.191449,0.001371,0.000000
33.050000,29.368492,-0.025619,-0.029390,29.007716,0.245480,0.000000,29.000000,0.000000,0.000000,44.756237,45.578698,46.796368,45.973907,29.007716,0.245480,-0.000218,0.000000
33.100000,29.533989,-0.368899,-0.029362,28.999371,0.229128,0.000000,28.000000,0.000000,0.000000,44.386969,46.231785,47.165637,45.319295,28.999371,0.229128,0.000282,0.000000
33.150000,28.849549,-0.604611,-0.029445,28.423681,0.026299,0.000000,28.000000,0.000000,0.000000,45.055314,47.747005,46.492714,43.810178,28.423681,0.026299,-0.003212,0.000000
33.200000,28.574427,-0.428445,-0.029443,28.074591,-0.453458,0.000000,27.000000,0.000000,0.000000,44.704356,45.941863,46.849775,45.609216,28.074591,-0.453458,0.000601,0.000000
33.250000,28.093339,-0.193204,-0.029364,27.308787,0.029653,0.000000,27.000000,0.000000,0.000000,45.865568,44.924086,45.688563,46.628519,27.308787,0.029653,0.000547,0.000000
33.300000,27.675389,-0.297641,-0.029399,27.035496,-0.005881,0.000000,26.000000,0.000000,0.000000,44.013123,45.841154,47.537957,45.712978,27.035496,-0.005881,-0.000482,0.000000
33.350000,26.710592,-0.397078,-0.029442,26.411301,0.240583,0.000000,26.000000,0.000000,0.000000,44.815747,44.885939,46.736858,46.666667,26.411301,0.240583,-0.000124,0.000000
33.400000,26.326883,-0.456863,-0.029460,26.066603,0.043227,0.000000,25.000000,0.000000,0.000000,45.416953,45.526818,46.137179,46.025788,26.066603,0.043227,0.000426,0.000000
33.450000,25.515558,-0.041733,-0.029219,24.890849,-0.127535,0.000000,25.000000,0.000000,0.000000,46.388952,43.126574,45.169757,48.421454,24.890849,-0.127535,0.003769,0.000000
33.500000,25.505778,0.241586,-0.029199,24.944375,-0.068733,0.000000,24.000000,0.000000,0.000000,47.420462,44.515145,44.132143,47.037461,24.944375,-0.068733,0.000087,0.000000
33.550000,24.665079,0.372152,-0.029115,24.657453,0.174373,0.000000,24.000000,0.000000,0.000000,47.054246,45.091936,44.502937,46.457618,24.657453,0.174373,0.002664,0.000000
33.600000,24.039006,0.166838,-0.029226,24.199215,-0.193061,0.000000,23.000000,0.000000,0.000000,43.425650,45.606165,48.123903,45.951019,24.199215,-0.193061,-0.003150,0.000000
33.650000,23.570938,0.172915,-0.029199,22.989698,-0.044354,0.000000,23.000000,0.000000,0.000000,44.434272,46.634623,47.115282,44.919509,22.989698,-0.044354,-0.001472,0.000000
33.700000,23.517351,-0.002874,-0.029202,22.837674,0.092525,0.000000,22.000000,0.000000,0.000000,44.994278,46.659037,46.558328,44.893568,22.837674,0.092525,-0.000038,0.000000
33.750000,22.756713,-0.291769,-0.029347,22.445049,0.154358,0.000000,22.000000,0.000000,0.000000,45.909819,45.685512,45.639734,45.870146,22.445049,0.154358,-0.002357,0.000000
33.800000,22.611651,-0.512309,-0.029368,21.908978,0.037541,0.000000,21.000000,0.000000,0.000000,45.130083,45.186542,46.422522,46.366064,21.908978,0.037541,-0.000470,0.000000
33.850000,21.780091,-0.349798,-0.029273,21.557038,-0.048902,0.000000,21.000000,0.000000,0.000000,45.351339,46.573587,46.202792,44.977493,21.557038,-0.048902,0.001199,0.000000
33.900000,21.127586,-0.169396,-0.029213,21.403060,-0.283247,0.000000,20.000000,0.000000,0.000000,45.581750,44.228275,45.975433,47.319753,21.403060,-0.283247,0.002786,0.000000
33.950000,20.092760,0.206988,-0.028951,20.169966,-0.262071,0.000000,20.000000,0.000000,0.000000,44.850843,43.894102,46.707866,47.650874,20.169966,-0.262071,0.004911,0.000000
34.000000,19.754038,0.151590,-0.028921,20.157541,0.362979,0.000000,19.000000,0.000000,0.000000,46.251621,44.771496,45.299458,46.781109,20.157541,0.362979,-0.000653,0.000000
34.050000,19.360217,0.197337,-0.028942,18.998040,-0.201671,0.000000,19.000000,0.000000,0.000000,45.758755,44.701305,45.795377,46.849775,18.998040,-0.201671,0.000846,0.000000
34.100000,19.122079,0.634779,-0.028888,19.265062,-0.337265,0.000000,18.000000,0.000000,0.000000,45.825895,45.340658,45.731289,46.207370,19.265062,-0.337265,0.002574,0.000000
34.150000,18.023125,1.199138,-0.028498,18.594892,-0.369119,0.000000,18.000000,0.000000,0.000000,45.351339,44.599069,46.213474,46.941329,18.594892,-0.369119,0.008553,0.000000
34.200000,17.724633,1.241104,-0.028452,18.099154,-0.194309,0.000000,17.000000,0.000000,0.000000,44.692149,46.210422,46.860456,45.340658,18.099154,-0.194309,0.000108,0.000000
34.250000,16.818165,1.204436,-0.028423,17.264832,0.276921,0.000000,17.000000,0.000000,0.000000,45.290303,43.959716,46.260777,47.594415,17.264832,0.276921,-0.001776,0.000000
34.300000,16.824311,0.632214,-0.028439,16.838971,0.336256,0.000000,16.000000,0.000000,0.000000,45.236896,47.724117,46.317235,43.826963,16.838971,0.336256,0.001625,0.000000
34.350000,16.009234,0.128856,-0.028681,16.581027,0.344267,0.000000,16.000000,0.000000,0.000000,46.533913,45.717556,45.014115,45.841154,16.581027,0.344267,-0.003974,0.000000
34.400000,15.500968,-0.233506,-0.028840,16.047593,-0.032708,0.000000,15.000000,0.000000,0.000000,44.716564,44.423590,46.834516,47.130541,16.047593,-0.032708,-0.001139,0.000000
34.450000,14.757495,-0.347352,-0.028933,15.365563,-0.182427,0.000000,15.000000,0.000000,0.000000,45.584802,46.132601,45.964752,45.423056,15.365563,-0.182427,-0.001550,0.000000
34.500000,14.692292,-0.352394,-0.028906,14.761547,0.169144,0.000000,14.000000,0.000000,0.000000,46.456092,44.731823,45.094987,46.820783,14.761547,0.169144,-0.000154,0.000000
34.550000,14.214302,-0.603316,-0.028990,14.200017,-0.090114,0.000000,14.000000,0.000000,0.000000,43.472953,47.504387,48.076600,44.049744,14.200017,-0.090114,-0.002012,0.000000
34.600000,13.829901,-0.227537,-0.028901,14.128115,-0.154521,0.000000,13.000000,0.000000,0.000000,46.726177,44.293889,44.827955,47.257191,14.128115,-0.154521,0.001405,0.000000
34.650000,13.019543,-0.508550,-0.029043,13.151299,-0.017458,0.000000,13.000000,0.000000,0.000000,43.030442,46.208896,48.517586,45.348287,13.151299,-0.017458,-0.003154,0.000000
34.700000,12.670514,-0.650273,-0.029084,13.017500,0.188241,0.000000,12.000000,0.000000,0.000000,44.821851,44.473945,46.727703,47.081712,13.017500,0.188241,-0.001562,0.000000
34.750000,12.110627,-0.754166,-0.029183,12.194953,-0.143785,0.000000,12.000000,0.000000,0.000000,46.398108,45.914397,45.156023,45.636683,12.194953,-0.143785,0.001054,0.000000
34.800000,12.170237,-0.448683,-0.029193,11.621773,-0.155286,0.000000,11.000000,0.000000,0.000000,45.206378,46.195163,46.344701,45.358968,11.621773,-0.155286,-0.001282,0.000000
34.850000,11.463426,-0.178080,-0.029103,11.561169,-0.319754,0.000000,11.000000,0.000000,0.000000,45.920500,45.053788,45.635157,46.495766,11.561169,-0.319754,0.002536,0.000000
34.900000,11.010000,0.145269,-0.028993,11.456833,-0.351484,0.000000,10.000000,0.000000,0.000000,46.001373,46.411841,45.552758,45.139239,11.456833,-0.351484,0.000984,0.000000
34.950000,10.035244,-0.024759,-0.029038,10.306969,0.328856,0.000000,10.000000,0.000000,0.000000,46.779583,45.244526,44.768444,46.312657,10.306969,0.328856,-0.003220,0.000000
35.000000,9.907182,-0.404350,-0.029087,10.001952,0.342678,0.000000,9.000000,0.000000,0.000000,45.001907,46.424048,46.549172,45.131609,10.001952,0.342678,-0.001286,0.000000
35.050000,9.373677,-0.915049,-0.029261,9.050230,0.425010,0.000000,9.000000,0.000000,0.000000,45.458152,44.960708,46.091402,46.596475,9.050230,0.425010,-0.002760,0.000000
35.100000,9.507241,-1.008885,-0.029258,9.084323,-0.115705,0.000000,8.000000,0.000000,0.000000,45.310140,47.490654,46.243992,44.060426,9.084323,-0.115705,0.000679,0.000000
35.150000,8.874793,-0.720473,-0.029191,8.073255,-0.396896,0.000000,8.000000,0.000000,0.000000,45.612268,44.777600,45.941863,46.771954,8.073255,-0.396896,0.001942,0.000000
35.200000,8.582509,-0.278924,-0.029103,7.997172,-0.503808,0.000000,7.000000,0.000000,0.000000,45.088884,46.089876,46.465248,45.461204,7.997172,-0.503808,0.001594,0.000000
35.250000,7.494986,-0.062099,-0.028948,7.891756,0.008661,0.000000,7.000000,0.000000,0.000000,45.946441,45.459678,45.610742,46.088350,7.891756,0.008661,0.003570,0.000000
35.300000,6.816971,0.273268,-0.028822,7.680890,-0.166191,0.000000,6.000000,0.000000,0.000000,47.484550,44.731823,44.074159,46.814679,7.680890,-0.166191,0.004150,0.000000
35.350000,5.854679,0.163547,-0.028863,6.038391,-0.004247,0.000000,6.000000,0.000000,0.000000,44.632639,45.050736,46.915389,46.504921,6.038391,-0.004247,-0.002713,0.000000
35.400000,5.779748,0.385835,-0.028854,6.132699,0.005892,0.000000,5.000000,0.000000,0.000000,47.176318,45.667201,44.376287,45.885405,6.132699,0.005892,-0.000106,0.000000
35.450000,4.823830,0.240819,-0.028961,5.505918,-0.169361,0.000000,5.000000,0.000000,0.000000,43.981079,46.572061,47.568475,44.982071,5.505918,-0.169361,-0.002010,0.000000
35.500000,4.359015,0.265104,-0.028902,4.848830,0.250202,0.000000,4.000000,0.000000,0.000000,45.310140,44.979019,46.242466,46.573587,4.848830,0.250202,-0.000169,0.000000
35.550000,3.832244,0.113607,-0.028924,3.971835,0.318181,0.000000,4.000000,0.000000,0.000000,45.967803,44.673838,45.583276,46.880293,3.971835,0.318181,-0.000849,0.000000
35.600000,3.850822,-0.066397,-0.028923,3.974470,0.026344,0.000000,3.000000,0.000000,0.000000,45.951019,45.659571,45.601587,45.894560,3.974470,0.026344,-0.000382,0.000000
35.650000,3.407566,-0.142734,-0.028974,3.125676,-0.159361,0.000000,3.000000,0.000000,0.000000,44.522774,46.134127,47.029831,45.418479,3.125676,-0.159361,0.000007,0.000000
35.700000,3.081110,-0.056526,-0.028957,3.217477,-0.034848,0.000000,2.000000,0.000000,0.000000,46.634623,44.972915,44.919509,46.579690,3.217477,-0.034848,0.000919,0.000000
35.750000,2.290637,0.063152,-0.028879,2.451117,0.024725,0.000000,2.000000,0.000000,0.000000,46.092927,45.163653,45.461204,46.387427,2.451117,0.024725,0.000874,0.000000
35.800000,1.816045,0.263963,-0.028818,2.205482,0.007745,0.000000,1.000000,0.000000,0.000000,46.350805,44.647898,45.204852,46.901656,2.205482,0.007745,0.001558,0.000000
35.850000,1.117410,0.295083,-0.028808,1.029197,0.073474,0.000000,1.000000,0.000000,0.000000,46.215000,43.486687,45.339132,48.064393,1.029197,0.073474,0.000627,0.000000
35.900000,1.419402,0.287901,-0.028799,0.734921,-0.323813,0.000000,0.000000,0.000000,0.000000,44.727245,46.440833,46.825360,45.111772,0.734921,-0.323813,-0.000098,0.000000
35.950000,0.913423,0.276607,-0.028812,-0.043125,-0.033825,0.000000,0.000000,0.000000,0.000000,43.859007,46.242466,47.693599,45.310140,-0.043125,-0.033825,0.000058,0.000000
36.000000,0.627224,0.520876,-0.028788,0.353279,-0.139125,0.000000,1.000000,0.000000,0.000000,45.365072,45.487144,46.189059,46.063935,0.353279,-0.139125,0.000862,0.000000
36.050000,1.010125,0.590652,-0.028766,1.051733,0.011563,0.000000,1.000000,0.000000,0.000000,47.267872,44.667735,44.284733,46.884871,1.051733,0.011563,-0.000126,0.000000
36.100000,1.001886,0.507143,-0.028779,1.087467,0.100479,0.000000,2.000000,0.000000,0.000000,45.059892,46.364538,46.492714,45.189593,1.087467,0.100479,-0.000097,0.000000
36.150000,1.624294,0.391617,-0.028722,1.692677,0.029262,0.000000,2.000000,0.000000,0.000000,46.776532,45.552758,44.776074,45.999847,1.692677,0.029262,-0.000179,0.000000
36.200000,1.896528,0.392296,-0.028735,2.080181,0.174275,0.000000,3.000000,0.000000,0.000000,46.262303,47.299916,45.291829,44.251164,2.080181,0.174275,0.000992,0.000000
36.250000,2.535808,0.222640,-0.028668,2.609904,0.239655,0.000000,3.000000,0.000000,0.000000,46.193637,44.621958,45.360494,46.929122,2.609904,0.239655,0.000569,0.000000
36.300000,2.714145,-0.036350,-0.028640,2.758109,0.142562,0.000000,4.000000,0.000000,0.000000,44.599069,45.246052,46.955062,46.306554,2.758109,0.142562,0.000058,0.000000
36.350000,3.199194,-0.056122,-0.028614,3.927681,-0.153795,0.000000,4.000000,0.000000,0.000000,45.754177,47.066453,45.798428,44.486152,3.927681,-0.153795,-0.000252,0.000000
36.400000,3.727246,0.010076,-0.028631,3.644762,0.034207,0.000000,5.000000,0.000000,0.000000,46.860456,46.556802,44.690623,44.998856,3.644762,0.034207,-0.001283,0.000000
36.450000,4.666266,-0.187932,-0.028509,4.427231,0.160466,0.000000,5.000000,0.000000,0.000000,45.712978,44.843214,45.844205,46.704814,4.427231,0.160466,0.003234,0.000000
36.500000,4.983686,-0.242443,-0.028490,4.915672,-0.218409,0.000000,6.000000,0.000000,0.000000,45.807584,46.808576,45.745022,44.744030,4.915672,-0.218409,-0.000017,0.000000
36.550000,5.738242,0.031413,-0.028619,5.408729,-0.302955,0.000000,6.000000,0.000000,0.000000,45.224689,46.021210,46.326390,45.532921,5.408729,-0.302955,-0.001491,0.000000
